-2.0896537 1.4246094
2.9407887 1.4589844
-0.7751674 0.984375
-1.5671396 1.2089844
-0.75802654 0.984375
1.0064775 0.9160156
0.85817575 0.9160156
0.32948455 0.7089844
-2.1710997 1.2832031
0.87425184 0.95703125
-2.4290566 1.3496094
2.6033044 1.3574219
-2.4655733 1.375
-1.9423114 1.4511719
3.1244369 1.7246094
-1.6800951 1.4335938
-0.19068924 0.48242188
-0.20442502 0.5078125
2.2263196 1.2832031
3.0279799 1.4316406
0.22972783 0.6074219
1.9136399 1.4824219
-1.2436019 1.0175781
-2.918891 1.4335938
-1.4638723 1.2167969
0.48438552 0.734375
-1.056654 0.9824219
2.544323 1.4082031
0.14690074 0.5234375
2.874249 1.3828125
-1.048031 1.015625
0.52941996 0.80078125
-2.5654356 1.359375
-2.5665004 0.009765625
-1.1448044 1.0
0.631517 0.80078125
0.05662097 0.27539062
-2.1215951 1.2832031
1.728927 1.25
1.1776655 1.0097656
-3.03153 1.4824219
-1.7022431 1.265625
0.058961265 0.265625
2.604685 1.3496094
-2.1890943 1.3984375
-1.0435612 1.015625
-3.0509057 1.3828125
0.30393118 0.69140625
0.5317603 0.81640625
-1.4530146 1.0839844
-1.2230561 1.109375
-1.9118667 1.2910156
-0.08188746 0.32421875
-0.38168484 0.7324219
-0.61057866 0.7910156
-0.16460857 0.3671875
-1.1274526 0.984375
1.1184735 1.0410156
-1.6011052 1.3261719
-2.0373876 1.3085938
2.6167135 1.375
-2.1426787 1.625
-2.628465 1.359375
-2.6295295 0.025390625
-1.5055017 1.0585938
1.7494729 1.2910156
-1.932096 1.265625
-0.20527892 0.5253906
-1.5023077 1.2070312
-1.9160199 1.3828125
-0.7704868 0.92578125
-2.168548 1.2929688
-0.13224554 0.34960938
0.8521038 0.9160156
0.8757386 0.8496094
-1.2465852 1.0078125
0.58669335 0.75
-1.8666213 1.359375
-2.752921 1.3847656
2.5889256 1.3417969
-1.2301927 1.1679688
1.2305751 1.0410156
-1.1421479 1.0742188
-1.899733 1.2070312
-3.0592127 1.4082031
2.856465 1.4257812
-0.0031084083 0.056640625
1.9215146 1.2167969
1.0736499 1.0585938
-2.0459049 1.4257812
1.9086328 1.2578125
2.351303 1.3242188
-1.6741385 1.25
-2.0190763 1.359375
