-2.7574759 1.3167969
1.18418 1.0996094
0.23315309 0.42578125
-0.11614886 0.31835938
-1.1477674 0.7910156
-0.9768956 0.7578125
-1.06824 0.765625
0.55871505 0.57421875
2.2103693 1.0351562
0.53508025 0.6171875
1.6880665 0.95703125
1.4022154 0.875
2.1232836 1.234375
0.28787568 0.47460938
-1.3401442 0.859375
2.78633 1.2089844
-1.1024165 0.8417969
1.0285304 0.7167969
0.29564485 0.484375
2.1740634 1.2597656
-1.8857657 1.0078125
2.9713593 1.25
2.192269 1.0898438
-2.3145945 1.1152344
1.0598549E-4 0.033203125
0.98658484 0.734375
-1.0100073 0.75
-0.96380246 0.7421875
2.1503234 1.0507812
-0.46523958 0.5234375
-0.23528142 0.47460938
1.3336518 0.859375
-2.7702525 1.2167969
2.090172 1.0566406
1.0305545 0.7675781
-1.1261564 0.7832031
-2.4328732 1.125
0.49004582 0.55078125
-0.26860392 0.41601562
2.6671975 1.125
-2.724056 1.1933594
-1.9567832 1.0410156
-1.270102 0.875
0.9435663 0.7246094
-1.0530257 0.7578125
-2.7316146 1.1503906
1.9568738 1.0410156
-2.9497554 1.2578125
-0.7263994 0.6660156
0.71680194 0.6582031
2.7811038 1.1914062
-1.7408768 1.0
0.3675 0.46679688
0.18268153 0.40820312
-1.686049 0.9511719
-2.3179023 1.0917969
3.0142565 1.2753906
-1.5421118 0.9238281
-2.4490633 1.1015625
0.6457925 0.609375
-0.41052523 0.640625
0.4040167 0.5
2.765987 1.1816406
-2.4412937 1.1484375
-0.7337469 0.69140625
-1.3430301 0.8496094
-2.2499816 1.0410156
-2.0887976 1.0253906
-0.5457343 0.6074219
-2.851812 1.2089844
3.0176616 1.2753906
1.3541898 0.875
-2.7497144 1.2402344
1.6829455 1.0078125
2.5071754 1.125
0.9350485 0.734375
2.2181306 1.0664062
0.08611902 0.2734375
-0.8477667 0.69921875
2.6382313 1.1992188
2.46523 1.1660156
-2.0760212 1.0917969
2.7381988 1.1914062
-1.1505477 0.875
1.7605542 0.9589844
-1.8275408 1.015625
0.21206161 0.38476562
0.84285015 0.6660156
2.4236004 1.125
-0.21783201 0.34960938
-2.0521758 1.0253906
0.056201518 0.21679688
-1.3192902 0.80859375
1.6949738 0.94921875
2.31288 1.0820312
-1.4471513 0.890625
-0.007249707 0.22460938
-1.1076428 0.7832031
-0.39839157 0.55859375
2.6749587 1.1582031
-2.6120598 1.1914062
-3.0945468 1.2675781
1.1317898 0.7832031
2.6211956 1.125
-2.3219504 1.1074219
-3.0107608 1.2089844
-3.1158412 1.2832031
0.25411275 0.43359375
1.1943868 0.7753906
2.6494055 1.1503906
1.5952168 0.9824219
-2.5108168 1.1484375
-1.2998086 0.95703125
0.60224473 0.57421875
1.4511739 0.8925781
-0.6023751 0.5996094
-0.44332078 0.5332031
1.8498749 0.9667969
-2.993409 1.2421875
-1.045151 0.7910156
2.4182768 1.140625
-1.6533695 1.1503906
3.0007312 1.234375
-1.830735 1.015625
1.699338 0.95703125
-1.6383581 0.9238281
-0.3305766 0.47460938
0.7687521 0.6582031
1.3769705 0.8828125
2.635564 1.1582031
-2.9491227 1.2324219
-1.8035899 0.9667969
2.4948208 1.1484375
-0.91494954 0.75
2.502274 1.1679688
0.90757656 0.7421875
-0.011192143 0.083984375
-1.2491345 0.81640625
-2.6934001 1.1679688
-0.50443137 0.5839844
-2.3323867 1.0742188
1.1976866 0.80859375
0.9806103 0.7421875
